row_id,split,target
851,train,0
852,test,1
853,test,0
854,train,1
855,train,1
856,train,1
857,train,1
858,validation,1
859,train,0
860,test,0
861,train,0
862,test,0
863,train,1
864,train,0
865,train,0
866,train,0
867,test,1
868,validation,0
869,train,1
870,train,0
871,train,1
872,validation,0
873,train,0
874,validation,0
875,validation,0
876,train,1
877,train,0
878,train,0
879,train,0
880,train,0
881,train,0
882,validation,1
883,train,0
884,train,0
885,train,1
886,train,0
887,train,0
888,train,0
889,train,0
890,train,0
891,train,1
892,train,0
893,train,1
894,test,0
895,test,0
896,train,0
897,train,0
898,train,0
899,train,0
900,train,0
901,train,0
902,train,0
903,train,0
904,train,0
905,test,0
906,train,0
907,train,0
908,train,0
909,test,0
910,train,0
911,train,1
912,train,0
913,test,0
914,test,0
915,train,0
916,validation,0
917,train,0
918,train,0
919,train,0
920,train,0
921,validation,0
922,validation,0
923,train,0
924,train,0
925,test,0
926,train,0
927,train,0
928,validation,0
929,train,1
930,test,0
931,train,0
932,train,0
933,validation,0
934,train,0
935,train,0
936,validation,0
937,train,1
938,train,0
939,test,0
940,train,0
941,test,1
942,validation,0
943,validation,0
944,validation,1
945,validation,1
946,train,0
947,validation,0
948,train,1
949,train,0
950,train,0
951,train,0
952,train,0
953,train,1
954,train,0
955,validation,0
956,train,0
957,test,0
958,validation,0
959,train,0
960,train,0
961,validation,0
962,validation,1
963,train,0
964,train,0
965,test,0
966,train,0
967,train,0
968,train,0
969,train,0
970,validation,0
971,train,1
972,validation,1
973,test,0
974,train,0
975,validation,0
976,test,1
977,train,1
978,test,0
979,test,0
980,train,0
981,test,1
982,validation,0
983,train,0
984,train,0
985,test,0
986,train,1
987,train,0
988,train,0
989,train,1
990,train,0
991,train,0
992,train,0
993,train,0
994,train,1
995,train,1
996,train,0
997,train,0
998,test,0
999,train,1
1000,train,0
1001,test,1
1002,train,0
1003,validation,0
1004,train,0
1005,train,0
1006,train,0
1007,train,0
1008,validation,0
1009,validation,0
1010,train,0
1011,train,0
1012,train,1
1013,train,1
1014,train,0
1015,train,1
1016,validation,1
1017,train,1
1018,test,0
1019,train,0
1020,train,0
1021,train,0
1022,train,0
1023,train,1
1024,validation,1
1025,train,0
1026,validation,0
1027,test,0
1028,train,0
1029,test,1
1030,train,1
1031,train,1
1032,train,0
1033,train,0
1034,train,0
1035,test,1
1036,validation,0
1037,train,1
1038,train,0
1039,train,1
1040,validation,0
1041,train,0
1042,train,0
1043,test,1
1044,validation,0
1045,train,1
1046,test,0
1047,train,0
1048,train,0
1049,train,0
1050,validation,0
1051,train,0
1052,train,1
1053,train,0
1054,train,0
1055,test,0
1056,train,1
1057,validation,0
1058,test,0
1059,train,0
1060,train,0
1061,train,0
1062,train,1
1063,train,0
1064,train,1
1065,test,0
1066,train,0
1067,train,0
1068,train,0
1069,train,1
1070,train,0
1071,validation,0
1072,train,0
1073,train,0
1074,train,0
1075,train,1
1076,validation,0
1077,train,0
1078,validation,0
1079,validation,0
1080,validation,0
1081,train,0
1082,train,0
1083,train,0
1084,train,1
1085,train,1
1086,train,0
1087,train,0
1088,train,0
1089,train,0
1090,test,0
1091,train,0
1092,test,0
1093,test,0
1094,validation,0
1095,train,0
1096,validation,0
1097,train,0
1098,train,0
1099,train,1
1100,train,1
1101,test,0
1102,train,0
1103,validation,0
1104,test,0
1105,validation,0
1106,train,0
1107,validation,1
1108,train,0
1109,train,0
1110,validation,0
1111,train,0
1112,test,0
1113,test,1
1114,train,1
1115,train,0
1116,train,0
1117,train,0
1118,train,0
1119,train,0
1120,test,0
1121,train,0
1122,test,0
1123,train,0
1124,train,0
1125,train,0
1126,train,0
1127,train,1
1128,train,0
1129,train,0
1130,validation,0
1131,train,0
1132,train,0
1133,train,0
1134,validation,0
1135,train,0
1136,validation,1
1137,train,0
1138,train,1
1139,train,0
1140,test,1
1141,train,0
1142,test,0
1143,test,0
1144,train,1
1145,train,0
1146,train,0
1147,train,0
1148,test,0
1149,train,0
1150,train,0
1151,train,0
1152,validation,1
1153,train,0
1154,validation,0
1155,train,0
1156,train,0
1157,train,1
1158,validation,0
1159,validation,0
1160,train,1
1161,train,0
1162,train,1
1163,train,1
1164,train,0
1165,validation,0
1166,train,0
1167,train,0
1168,train,1
1169,train,0
1170,train,0
1171,train,0
1172,train,0
1173,test,0
1174,train,0
1175,validation,0
1176,train,0
1177,train,0
1178,train,1
1179,train,0
1180,test,0
1181,train,0
1182,train,0
1183,train,1
1184,train,0
1185,train,1
1186,test,0
1187,train,0
1188,test,1
1189,train,0
1190,train,0
1191,train,1
1192,train,0
1193,train,0
1194,train,0
1195,validation,1
1196,validation,1
1197,train,0
1198,train,0
1199,train,0
1200,train,0
1201,validation,1
1202,train,0
1203,validation,1
1204,train,1
1205,train,0
1206,train,1
1207,validation,0
1208,validation,0
1209,train,1
1210,train,0
1211,train,0
1212,train,0
1213,train,0
1214,validation,0
1215,train,0
1216,validation,0
1217,train,0
1218,validation,0
1219,train,1
1220,train,0
1221,train,1
1222,train,1
1223,test,1
1224,test,0
1225,test,0
1226,train,1
1227,train,0
1228,test,0
1229,validation,0
1230,train,1
1231,train,0
1232,test,0
1233,train,1
1234,train,1
1235,train,0
1236,train,1
1237,test,1
1238,train,0
1239,train,0
1240,train,0
1241,train,0
1242,train,0
1243,train,0
1244,train,0
1245,train,0
1246,validation,0
1247,train,0
1248,test,0
1249,train,0
1250,train,0
1251,validation,0
1252,test,0
1253,train,0
1254,train,1
1255,train,1
1256,train,0
1257,train,0
1258,train,1
1259,test,1
1260,validation,0
1261,train,1
1262,test,0
1263,train,0
1264,validation,0
1265,test,1
1266,train,1
1267,train,1
1268,train,0
1269,train,0
1270,train,0
1271,train,0
1272,validation,0
1273,train,0
1274,train,0
1275,train,0
1276,train,1
1277,test,0
1278,train,1
1279,train,0
1280,validation,0
1281,train,1
1282,train,0
1283,test,0
1284,train,0
1285,train,0
1286,validation,1
1287,validation,0
1288,train,0
1289,train,0
1290,train,0
1291,validation,0
1292,train,0
1293,train,1
1294,train,1
1295,train,0
1296,train,1
1297,validation,0
1298,train,1
1299,validation,1
1300,validation,0
1301,train,0
1302,train,0
1303,train,0
1304,train,0
1305,train,1
1306,train,0
1307,test,0
1308,train,0
1309,train,0
1310,test,0
1311,test,0
1312,train,0
1313,train,0
1314,train,0
1315,validation,0
1316,train,1
1317,test,0
1318,train,0
1319,train,0
1320,train,0
1321,test,1
1322,train,0
1323,train,0
1324,train,0
1325,test,0
1326,train,0
1327,validation,1
1328,train,0
1329,train,1
1330,train,0
1331,validation,0
1332,train,0
1333,train,0
1334,validation,1
1335,validation,0
1336,train,0
1337,train,0
1338,train,0
1339,train,1
1340,train,0
1341,train,0
1342,train,0
1343,validation,0
1344,train,1
1345,train,1
1346,train,0
1347,train,0
1348,train,1
1349,test,0
1350,train,0
1351,train,1
1352,train,0
1353,validation,1
1354,train,1
1355,train,0
1356,train,0
1357,train,0
1358,validation,0
1359,train,0
1360,train,0
1361,train,0
1362,train,0
1363,validation,0
1364,train,0
1365,train,0
1366,train,1
1367,test,0
1368,test,0
1369,train,0
1370,test,0
1371,train,0
1372,validation,1
1373,train,0
1374,validation,0
1375,test,0
1376,train,0
1377,train,0
1378,test,0
1379,validation,0
1380,validation,0
1381,train,0
1382,train,0
1383,test,1
1384,train,0
1385,train,1
1386,validation,0
1387,test,0
1388,test,0
1389,train,0
1390,train,0
1391,train,0
1392,test,0
1393,test,0
1394,validation,0
1395,train,0
1396,train,0
1397,train,0
1398,validation,0
1399,train,1
1400,validation,0
1401,validation,0
1402,train,0
1403,train,1
1404,validation,0
1405,train,0
1406,train,0
1407,train,0
1408,validation,0
1409,train,0
1410,train,0
1411,train,0
1412,train,0
1413,validation,0
1414,train,0
1415,validation,0
1416,test,1
1417,train,0
1418,train,0
1419,validation,0
1420,train,0
1421,train,0
1422,train,0
1423,train,0
1424,validation,0
1425,train,0
1426,validation,0
1427,train,0
1428,test,1
1429,train,0
1430,train,0
1431,train,1
1432,train,0
1433,train,0
1434,train,0
1435,train,0
1436,train,0
1437,train,0
1438,test,0
1439,train,0
1440,train,1
1441,train,0
1442,train,0
1443,test,1
1444,validation,0
1445,train,1
1446,train,0
1447,train,0
1448,validation,0
1449,train,0
1450,validation,0
1451,train,1
1452,train,1
1453,train,0
1454,train,1
1455,validation,0
1456,train,0
1457,validation,0
1458,train,1
1459,train,0
1460,validation,0
1461,train,0
1462,test,0
1463,train,0
1464,train,1
1465,validation,0
1466,validation,0
1467,train,0
1468,train,0
1469,test,0
1470,train,0
1471,test,0
1472,test,0
1473,train,0
1474,test,1
1475,test,0
1476,train,0
1477,test,1
1478,train,0
1479,train,0
1480,train,1
1481,train,1
1482,test,0
1483,test,0
1484,test,0
1485,train,1
1486,validation,0
1487,train,0
1488,validation,0
1489,test,0
1490,train,0
1491,train,0
1492,train,1
1493,train,0
1494,train,0
1495,train,0
1496,train,1
1497,train,1
1498,test,0
1499,train,1
1500,test,0
1501,train,1
1502,train,0
1503,test,0
1504,train,0
1505,train,0
1506,train,0
1507,train,0
1508,train,0
1509,train,0
1510,train,0
1511,validation,1
1512,train,0
1513,train,1
1514,train,0
1515,train,0
1516,train,1
1517,validation,0
1518,train,0
1519,train,0
1520,train,0
1521,test,1
1522,test,0
1523,train,0
1524,validation,0
1525,train,0
1526,train,0
1527,validation,0
1528,validation,1
1529,train,0
1530,train,1
1531,test,0
1532,validation,0
1533,train,1
1534,train,0
1535,train,1
1536,train,0
1537,validation,0
1538,train,0
1539,train,0
1540,train,0
1541,train,0
1542,train,1
1543,train,0
1544,train,0
1545,train,0
1546,train,0
1547,validation,0
1548,validation,0
1549,validation,0
1550,train,0
1551,train,0
1552,train,1
1553,train,0
1554,train,0
1555,validation,0
1556,train,0
1557,train,1
1558,validation,1
1559,train,1
1560,train,0
1561,test,0
1562,train,0
1563,train,0
1564,test,0
1565,train,1
1566,test,0
1567,train,0
1568,train,0
1569,validation,0
1570,train,0
1571,test,1
1572,train,0
1573,train,0
1574,train,0
1575,validation,1
1576,test,1
1577,train,0
1578,train,0
1579,train,1
1580,validation,1
1581,train,1
1582,train,0
1583,test,1
1584,validation,0
1585,train,0
1586,train,0
1587,validation,0
1588,train,1
1589,train,0
1590,train,1
1591,test,1
1592,train,0
1593,train,0
1594,train,0
1595,train,0
1596,validation,0
1597,train,0
1598,train,0
1599,train,1
1600,train,0
1601,train,0
1602,validation,1
1603,test,0
1604,validation,1
1605,train,0
1606,validation,0
1607,train,0
1608,train,0
1609,train,1
1610,validation,0
1611,train,0
1612,test,0
1613,train,0
1614,train,1
1615,test,0
1616,train,0
1617,validation,0
1618,train,0
1619,test,0
1620,train,0
1621,train,1
1622,validation,0
1623,train,0
1624,validation,0
1625,train,1
1626,train,0
1627,train,0
1628,train,0
1629,train,0
1630,train,1
1631,train,0
1632,train,0
1633,train,1
1634,test,0
1635,train,0
1636,train,0
1637,train,0
1638,train,0
1639,train,0
1640,validation,0
1641,train,0
1642,test,0
1643,test,0
1644,validation,0
1645,validation,0
1646,train,0
1647,train,0
1648,train,0
1649,train,1
1650,test,0
1651,train,0
1652,train,0
1653,train,1
1654,train,0
1655,train,0
1656,validation,0
1657,train,0
1658,train,0
1659,train,0
1660,test,0
1661,train,0
1662,train,1
1663,train,0
1664,train,0
1665,test,1
1666,train,0
1667,train,1
1668,test,1
1669,train,1
1670,test,0
1671,validation,0
1672,train,0
1673,train,0
1674,train,1
1675,validation,1
1676,test,0
1677,train,0
1678,train,0
1679,validation,1
1680,train,0
1681,train,0
1682,train,0
1683,test,0
1684,train,0
1685,train,1
1686,validation,1
1687,train,0
1688,train,0
1689,train,0
1690,validation,0
1691,test,0
1692,train,0
1693,train,0
1694,validation,0
1695,train,0
1696,train,0
1697,train,0
1698,train,0
1699,train,0
1700,train,0
1701,train,0
1702,train,0
1703,test,0
1704,validation,0
1705,train,0
1706,train,1
1707,validation,0
1708,train,0
1709,test,0
1710,train,0
1711,test,0
1712,train,0
1713,train,0
1714,train,0
1715,validation,0
1716,train,1
1717,train,1
1718,validation,0
1719,train,0
1720,train,0
1721,train,0
1722,train,0
1723,train,0
1724,train,0
1725,train,1
1726,train,0
1727,train,0
1728,train,0
1729,train,1
1730,train,0
1731,train,0
1732,train,1
1733,test,0
1734,train,0
1735,train,0
1736,train,0
1737,validation,0
1738,train,1
1739,test,0
1740,test,1
1741,train,0
1742,train,0
1743,train,0
1744,train,0
1745,test,0
1746,train,1
1747,train,1
1748,validation,0
1749,validation,0
1750,train,0
1751,train,1
1752,train,1
1753,validation,0
1754,test,0
1755,validation,0
1756,train,1
1757,test,0
1758,validation,0
1759,validation,0
1760,train,0
1761,test,0
1762,train,0
1763,train,0
1764,train,0
1765,validation,0
1766,train,1
1767,train,0
1768,test,1
1769,validation,0
1770,validation,0
1771,train,0
1772,train,0
1773,train,0
1774,train,1
1775,train,0
1776,train,0
1777,train,0
1778,train,0
1779,validation,1
1780,test,0
1781,train,0
1782,validation,0
1783,train,0
1784,test,0
1785,train,0
1786,train,0
1787,train,0
1788,train,0
1789,train,0
1790,train,0
1791,train,0
1792,test,0
1793,train,0
1794,train,0
1795,train,0
1796,train,0
1797,test,1
1798,train,0
1799,train,0
1800,train,0
1801,train,0
1802,train,0
1803,train,0
1804,validation,1
1805,validation,0
1806,train,0
1807,test,0
1808,train,0
1809,train,0
1810,train,0
1811,validation,0
1812,validation,0
1813,train,0
1814,train,0
1815,train,0
1816,train,0
1817,train,0
1818,train,1
1819,validation,0
1820,train,0
1821,train,0
1822,train,0
1823,train,1
1824,train,0
1825,validation,0
1826,validation,0
1827,train,0
1828,train,0
1829,train,0
1830,train,0
1831,train,0
1832,train,0
1833,train,0
1834,train,0
1835,train,0
1836,validation,0
1837,train,1
1838,train,0
1839,validation,0
1840,train,0
1841,train,1
1842,train,1
1843,train,0
1844,validation,0
1845,train,0
1846,test,1
1847,train,0
1848,validation,1
1849,train,0
1850,test,0
1851,train,1
1852,train,0
1853,train,1
1854,train,0
1855,train,0
1856,train,0
1857,train,0
1858,train,0
1859,train,1
1860,train,1
1861,train,0
1862,validation,0
1863,train,0
1864,train,1
1865,train,0
1866,train,1
1867,test,1
1868,train,1
1869,train,1
1870,validation,1
1871,train,0
1872,train,0
1873,train,0
1874,train,0
1875,validation,1
1876,test,0
1877,train,0
1878,train,0
1879,train,0
1880,train,0
1881,train,0
1882,train,0
1883,train,0
1884,train,0
1885,train,0
1886,test,0
1887,train,0
1888,train,0
1889,validation,0
1890,train,0
1891,train,0
1892,train,0
1893,train,1
1894,validation,0
1895,test,0
1896,train,0
1897,validation,0
1898,validation,0
1899,test,1
1900,train,1
1901,train,0
1902,train,0
1903,test,0
1904,train,0
1905,train,0
1906,train,0
1907,train,1
1908,train,1
1909,validation,0
1910,train,0
1911,train,0
1912,train,0
1913,train,0
1914,train,1
1915,train,1
1916,train,1
1917,test,0
1918,train,1
1919,validation,0
1920,test,0
1921,train,0
1922,train,0
1923,train,0
1924,train,0
1925,test,0
1926,train,0
1927,train,0
1928,train,0
1929,train,0
1930,train,0
1931,train,0
1932,validation,1
1933,train,0
1934,train,0
1935,validation,0
1936,train,0
1937,validation,1
1938,train,0
1939,validation,0
1940,train,0
1941,train,0
1942,train,1
1943,validation,1
1944,validation,1
1945,train,0
1946,test,0
1947,train,1
1948,train,0
1949,validation,0
1950,train,0
1951,train,0
1952,train,0
1953,validation,0
1954,validation,1
1955,train,0
1956,train,0
1957,train,0
1958,train,0
1959,test,0
1960,test,0
1961,train,1
1962,test,0
1963,train,0
1964,test,0
1965,train,1
1966,train,0
1967,train,0
1968,validation,1
1969,train,0
1970,train,0
1971,validation,0
1972,train,0
1973,validation,0
1974,train,0
1975,train,1
1976,test,0
1977,train,0
1978,test,0
1979,train,1
1980,test,1
1981,train,1
1982,validation,1
1983,validation,0
1984,train,0
1985,train,1
1986,test,1
1987,validation,0
1988,train,0
1989,train,1
1990,train,1
1991,train,1
1992,train,0
1993,train,0
1994,train,0
1995,train,0
1996,validation,0
1997,train,0
1998,validation,0
1999,train,0
2000,train,0
2001,train,0
2002,train,0
2003,train,1
2004,test,1
2005,train,0
2006,train,0
2007,validation,0
2008,train,0
2009,train,0
2010,train,0
2011,train,1
2012,validation,0
2013,train,0
2014,train,0
2015,validation,0
2016,test,0
2017,test,1
2018,train,0
2019,test,0
2020,test,0
2021,train,0
2022,train,0
2023,train,1
2024,test,0
2025,train,1
2026,train,0
2027,train,0
2028,train,0
2029,validation,0
2030,validation,0
2031,train,0
2032,test,0
2033,train,1
2034,train,1
2035,validation,0
2036,train,0
2037,train,0
2038,test,0
2039,train,0
2040,train,0
2041,train,0
2042,train,0
2043,train,0
2044,train,1
2045,train,0
2046,train,1
2047,train,0
2048,train,0
2049,train,0
2050,train,0
2051,train,0
2052,test,0
2053,test,1
2054,train,0
2055,train,1
2056,train,0
2057,train,0
2058,train,0
2059,train,0
2060,test,0
2061,train,0
2062,test,0
2063,validation,0
2064,train,0
2065,train,0
2066,train,0
2067,train,0
2068,train,0
2069,train,0
2070,train,0
2071,train,1
2072,train,0
2073,train,0
2074,train,0
2075,train,0
2076,train,1
2077,train,0
2078,train,1
2079,train,0
2080,train,0
2081,train,0
2082,train,0
2083,train,0
2084,train,0
2085,test,0
2086,train,0
2087,validation,0
2088,validation,0
2089,train,0
2090,train,1
